i_title,i_id,plot,images
Her,tt1798709,"Theodore is a lonely man in the final stages of his divorce. When he's not working as a letter writer, his down time is spent playing video games and occasionally hanging out with friends. He decides to purchase the new OS1, which is advertised as the world's first artificially intelligent operating system, ""It's not just an operating system, it's a consciousness,"" the ad states. Theodore quickly finds himself drawn in with Samantha, the voice behind his OS1. As they start spending time together they grow closer and closer and eventually find themselves in love. Having fallen in love with his OS, Theodore finds himself dealing with feelings of both great joy and doubt. As an OS, Samantha has powerful intelligence that she uses to help Theodore in ways others hadn't, but how does she help him deal with his inner conflict of being in love with an OS?","['https://imdb-api.com/images/original/MV5BMTU3NDg5NTA5NF5BMl5BanBnXkFtZTgwMDAxNjM3MDE@._V1_Ratio1.7800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTQyNzIwNjkyOF5BMl5BanBnXkFtZTgwMTAxNjM3MDE@._V1_Ratio1.7800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMzMzOTY5MjE0Nl5BMl5BanBnXkFtZTgwMjAxNjM3MDE@._V1_Ratio1.7800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTc1MDY0MjI4NV5BMl5BanBnXkFtZTgwMzAxNjM3MDE@._V1_Ratio1.7800_AL_.jpg']"
Chappie,tt1823672,"In Johannesburg, the police department reduced the high rating of criminality using robots from the Tetravaal Company, designed by the engineer Deon Wilson. The former military Vincent Moore is envious of Deon, since he has developed another project called Moose, but neither Tetravaal nor the police department is interested. Deon has just developed an Artificial Intelligence but the Tetravaal's CEO Michelle Bradley asks him to abort the project. Deon decides to bring the damaged Robot 22 that was sent to be crushed to test his A.I. However he is kidnapped by the criminals Ninja, Yo-Landi and Amerika that want him to stop the robot cops. When they see the damaged robot in the van, they force Deon to program it to heist banks with them and they call it Chappie. However, Chappie acts like a child and need to be trained to learn and grow. Meanwhile Vincent follows Deon and plots an evil scheme to activate his robot.","['https://imdb-api.com/images/original/MV5BMjEwNjM2NjY3MF5BMl5BanBnXkFtZTgwMDgzNTA2NDE@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTQ0NzQzMDkyMV5BMl5BanBnXkFtZTgwMTMzNTA2NDE@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjM3OTg3NTUxOF5BMl5BanBnXkFtZTgwMzgxNTA2NDE@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BODYzNjA0MjQ2NF5BMl5BanBnXkFtZTgwODMxNTA2NDE@._V1_Ratio1.5000_AL_.jpg']"
A.I. Artificial Intelligence,tt0212720,"In the not-so-far future the polar ice caps have melted and the resulting rise of the ocean waters has drowned all the coastal cities of the world. Withdrawn to the interior of the continents, the human race keeps advancing, reaching the point of creating realistic robots (called mechas) to serve them. One of the mecha-producing companies builds David, an artificial kid which is the first to have real feelings, especially a never-ending love for his ""mother"", Monica. Monica is the woman who adopted him as a substitute for her real son, who remains in cryo-stasis, stricken by an incurable disease. David is living happily with Monica and her husband, but when their real son returns home after a cure is discovered, his life changes dramatically.","['https://imdb-api.com/images/original/MV5BMTcxMjQwODM1NF5BMl5BanBnXkFtZTcwNDY0OTcxNA@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BOTc0MzI5ODMwNF5BMl5BanBnXkFtZTcwNzY0OTcxNA@@._V1_Ratio1.4600_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjA5NTk2MDU2OF5BMl5BanBnXkFtZTcwODY0OTcxNA@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTI5OTk2MDEwMV5BMl5BanBnXkFtZTcwMDc0OTcxNA@@._V1_Ratio1.5800_AL_.jpg']"
Bicentennial Man,tt0182789,"This film follows the 'life' and times of the lead character, an android who is purchased as a household robot programmed to perform menial tasks. Within a few days the Martin family realizes that they don't have an ordinary droid as Andrew begins to experience emotions and creative thought. In a story that spans two centuries, Andrew learns the intricacies of humanity while trying to stop those who created him from destroying him.","['https://imdb-api.com/images/original/MV5BOTM5OTAzODY5MV5BMl5BanBnXkFtZTgwODM5NzM3MzI@._V1_Ratio1.7800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BOTEwNTk1NDYxNF5BMl5BanBnXkFtZTYwNTY3Njg2._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTY3ODg1MTEyOV5BMl5BanBnXkFtZTYwNzY3Njg2._V1_Ratio2.4000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTQ0MjkwNjU5Ml5BMl5BanBnXkFtZTYwOTY3Njg2._V1_Ratio1.6400_AL_.jpg']"
Ex Machina,tt0470752,"Caleb, a 26 year old programmer at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.","['https://imdb-api.com/images/original/MV5BOTg0NDc4NDgyN15BMl5BanBnXkFtZTgwMzEwNTAwNDE@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTk4MTc1NDczNV5BMl5BanBnXkFtZTgwODAwNTAwNDE@._V1_Ratio2.3800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjMwMjQ4MzY4M15BMl5BanBnXkFtZTgwOTAwNTAwNDE@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjM3ODk1NTI3NF5BMl5BanBnXkFtZTgwMTEwNTAwNDE@._V1_Ratio2.3800_AL_.jpg']"
Appleseed Ex Machina,tt1043842,"When a paramilitary task force called E.S.W.A.T. and its operations in the year 2133 Olympus, a futuristic utopia where humans, cyborgs, and bio-engineered human beings called ""Bioroids"" are attempting to live in perfect harmony. However, a series of random terrorist attacks perpetrated by cyborgs and humans alike threaten to throw Olympus into total chaos. As it turns out, these humans and machines have come under the influence of an unknown electronic signal that hacks into their nervous systems and they then become the unwilling servants of a malevolent computerized entity. Thrown into the action is the plucky female E.S.W.A.T. warrior Deunan Knute and her cyborg lover/partner Briareos as they investigate these bizarre occurrences with the other members of their unit. Things become complicated when a bioroid named Tereus, who resembles Briareous in his human form, joins their unit and threatens to come between their relationship. But these three must put aside their differences to ...","['https://imdb-api.com/images/original/MV5BMTg3MzgwMzAzOV5BMl5BanBnXkFtZTcwNjk4NTI3MQ@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTYzMjYxMTI0Ml5BMl5BanBnXkFtZTcwNDE5MjQ4MQ@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNDMzODc5NDctOGFhYi00OGRjLWE4ZDMtODMxNWMxNjc5MDEwXkEyXkFqcGdeQXVyMTEwNDU1MzEy._V1_Ratio1.7800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BZDc3NDI3NjQtNTAzMy00Y2JjLThiNGYtYzAzMTE0Y2VjMzZiXkEyXkFqcGdeQXVyMTEwNDU1MzEy._V1_Ratio1.0000_AL_.jpg']"
Appleseed,tt0094668,"Officer Deunan Knute and her cyborg partner Briaros Hecatonchires must prevent terrorists from gaining control of the Olympus city computer and causing massive chaos. As they fight to stop the terrorists and preserve their society, the question of who is actually in the right--their society, or the ""terrorists""--continues to arise.","['https://imdb-api.com/images/original/MV5BMTk5MTIzMDMwOF5BMl5BanBnXkFtZTYwNDc3Mjg4._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjEyNTQ4NDM1Nl5BMl5BanBnXkFtZTYwODAwMDE5._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTgwNjYwMTAzNl5BMl5BanBnXkFtZTYwNjUyODY5._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTg4MjUyNzA5MV5BMl5BanBnXkFtZTcwMjE5NTQyMQ@@._V1_Ratio1.0000_AL_.jpg']"
The Dark Knight,tt0468569,"Set within a year after the events of Batman Begins (2005), Batman, Lieutenant James Gordon, and new District Attorney Harvey Dent successfully begin to round up the criminals that plague Gotham City, until a mysterious and sadistic criminal mastermind known only as ""The Joker"" appears in Gotham, creating a new wave of chaos. Batman's struggle against The Joker becomes deeply personal, forcing him to ""confront everything he believes"" and improve his technology to stop him. A love triangle develops between Bruce Wayne, Dent, and Rachel Dawes.","['https://imdb-api.com/images/original/MV5BOTAxNzI0NDE1NF5BMl5BanBnXkFtZTcwNjczMTk2Mw@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjE3NTU0NTQ5NF5BMl5BanBnXkFtZTcwNzczMTk2Mw@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjA5ODU3NTI0Ml5BMl5BanBnXkFtZTcwODczMTk2Mw@@._V1_Ratio2.3400_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTM1NTcwMTk4OV5BMl5BanBnXkFtZTcwOTczMTk2Mw@@._V1_Ratio2.3400_AL_.jpg']"
Surrogates,tt0986263,"People are living their lives remotely from the safety of their own homes via robotic surrogates -- sexy, physically perfect mechanical representations of themselves. It's an ideal world where crime, pain, fear and consequences don't exist. When the first murder in years jolts this utopia, FBI agent Greer discovers a vast conspiracy behind the surrogate phenomenon and must abandon his own surrogate, risking his life to unravel the mystery.","['https://imdb-api.com/images/original/MV5BMTM5OTM0MTczNl5BMl5BanBnXkFtZTcwNTQ4NDE4Mg@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTUwMzM5MDYyNl5BMl5BanBnXkFtZTcwNjQ4NDE4Mg@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMzc0NDI5Njk1Ml5BMl5BanBnXkFtZTcwNzQ4NDE4Mg@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTI2NjA0MTI4OV5BMl5BanBnXkFtZTcwODQ4NDE4Mg@@._V1_Ratio1.5000_AL_.jpg']"
2036: Nexus Dawn,tt7326248,"Precisely thirteen years before young Blade Runner K's discovery in Blade Runner 2049 (2017), Niander Wallace, the founder of the replicant manufacturing company, Wallace Corporation, expressed his desire to create a new line of synthetics. With Earth's ecosystem rapidly deteriorating, Niander stresses the importance of cheap labour, making sure to illustrate the fact that the superior Nexus-9 replicants pose no threat to society, created only to serve. Will Wallace's ambitious project get the green light?","['https://imdb-api.com/images/original/MV5BZjlkNDZhOTctYjY1MS00YTQyLTg4MmItNzdiOGYwYTkyNTlmXkEyXkFqcGdeQXVyNjczMDkzOTA@._V1_Ratio2.4000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BZjkwOGJiZWMtOTY0Ny00MmVlLTgzMzEtY2JmNTdjYjcwOTRkXkEyXkFqcGdeQXVyNjczMDkzOTA@._V1_Ratio2.4000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMWZmYTQzNjEtNjQ3ZC00M2ZiLWJiYzQtMDFmOWE2YzA0YTU5XkEyXkFqcGdeQXVyNjczMDkzOTA@._V1_Ratio2.4000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BOGExZDYzN2EtYTdiZS00M2QxLWJkMzgtZDUxYjNhYjViZDNmXkEyXkFqcGdeQXVyNjczMDkzOTA@._V1_Ratio2.4000_AL_.jpg']"
Blade Runner: Black Out 2022,tt7428594,"In May 2022, only three years after the events of Blade Runner (1982), the new and improved Nexus-8 replicants of the powerful Tyrell Corporation have set in motion the violent human supremacy movement, causing a public backlash against the human-like synthetics. As the combat humanoid, Iggy Cygnus, saves the female replicant, Trixie, from certain death, he hatches a bold and dangerous plan to even the odds and ensure the future of the androids; however, with such a devastating weapon in their possession, the very lives of humans and replicants alike are at stake. Will there be a future after the Los Angeles 2022 blackout?","['https://imdb-api.com/images/original/MV5BMWUxM2M0NDktODllZC00NWE5LTk2YWYtZTA1YmZmZmZkZDBiXkEyXkFqcGdeQXVyNjc3OTE4Nzk@._V1_Ratio1.7800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjA5MDMxYzYtNDQ3OS00NTQxLTg2OTEtOGVmNjdjMjE0Yjc5XkEyXkFqcGdeQXVyNjc3OTE4Nzk@._V1_Ratio1.7200_AL_.jpg', 'https://imdb-api.com/images/original/MV5BOGE4ZTYzYzItNzQxNy00N2JiLTkwYmEtYzI4NzU1ZTgwYTMwXkEyXkFqcGdeQXVyNjc3OTE4Nzk@._V1_Ratio1.7800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BZjI4NDc4NzQtMjFjMy00M2IyLTk0ODEtZTU4MWVmOGVhZGJlXkEyXkFqcGdeQXVyNjc3OTE4Nzk@._V1_Ratio1.7800_AL_.jpg']"
Blade Runner 2049,tt1856101,"Thirty years after the events of Blade Runner (1982), a new Blade Runner, L.A.P.D. Officer ""K"" (Ryan Gosling), unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard (Harrison Ford), a former L.A.P.D. Blade Runner, who has been missing for thirty years.","['https://imdb-api.com/images/original/MV5BMTg3NDIwNzU3MF5BMl5BanBnXkFtZTgwMDQ5MjY2MzI@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTgyMzYyMTU2NF5BMl5BanBnXkFtZTgwMTQ5MjY2MzI@._V1_Ratio2.4000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTU5NTkwNTA2NF5BMl5BanBnXkFtZTgwMjQ5MjY2MzI@._V1_Ratio2.3800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNDc5NjM5MzY5N15BMl5BanBnXkFtZTgwNTQ5MjY2MzI@._V1_Ratio1.5000_AL_.jpg']"
Blade Runner,tt0083658,"In the early twenty-first century, the Tyrell Corporation, during what was called the Nexus phase, developed robots, called ""replicants"", that were supposed to aid society, the replicants which looked and acted like humans. When the superhuman generation Nexus 6 replicants, used for dangerous off-Earth endeavors, began a mutiny on an off-Earth colony, replicants became illegal on Earth. Police units, called ""blade runners"", have the job of destroying - or in their parlance ""retiring"" - any replicant that makes its way back to or created on Earth, with anyone convicted of aiding or assisting a replicant being sentenced to death. It's now November, 2019 in Los Angeles, California. Rick Deckard, a former blade runner, is called out of retirement when four known replicants, most combat models, have made their way back to Earth, with their leader being Roy Batty. One, Leon Kowalski, tried to infiltrate his way into the Tyrell Corporation as an employee, but has since been able to escape. ...","['https://imdb-api.com/images/original/MV5BMTUzNTU3Nzc3NF5BMl5BanBnXkFtZTgwNjQ3OTI1NTM@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTYxNTE0ODc5NF5BMl5BanBnXkFtZTgwNzQ3OTI1NTM@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNzU1ODgyODM2OV5BMl5BanBnXkFtZTgwODQ3OTI1NTM@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTk2MTcwNjMzNl5BMl5BanBnXkFtZTgwOTQ3OTI1NTM@._V1_Ratio1.2600_AL_.jpg']"
Paprika,tt0851578,"Three scientists at the Foundation for Psychiatric Research fail to secure a device they've invented, the D.C. Mini, which allows people to record and watch their dreams. A thief uses the device to enter people's minds, when awake, and distract them with their own dreams and those of others. Chaos ensues. The trio - Chiba, Tokita, and Shima - assisted by a police inspector and by a sprite named Paprika must try to identify the thief as they ward off the thief's attacks on their own psyches. Dreams, reality, and the movies merge, while characters question the limits of science and the wisdom of Big Brother.","['https://imdb-api.com/images/original/MV5BMTk5NTk0NzA2Ml5BMl5BanBnXkFtZTYwNDc3MzA3._V1_Ratio1.8400_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTIwMzc4NTM5MF5BMl5BanBnXkFtZTYwNzc3MzA3._V1_Ratio1.8600_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTMyOTQ3NzcxNF5BMl5BanBnXkFtZTYwMDg3MzA3._V1_Ratio1.8400_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjQ4MTQ5OTgwOF5BMl5BanBnXkFtZTYwMzg3MzA3._V1_Ratio1.8400_AL_.jpg']"
Ghost in the Shell,tt1219827,"In the near future, human organs are enhanced by the cybernetics technology developed by the powerful Hanka Robotics Corporation owned by Cutter. Dr. Ouelet is responsible for the development of the secret project 2571 of a full mechanical body to be connected to a human brain. She uses the brain of a young woman that lost her parents in a cyber attack as subject of a prototype. One year later, the woman is ranked Major and has joined Section 9, an anti-terrorist division commanded by Chief Daisuke Aramaki, working with agents Batou and Togusa. She needs to use a medicine to help the integration of her brain with the mechanical body and has no recollections of her previous life. When Section 9 hunts down the terrorist Kuze, Major learns the secrets about Hanka Robotics and the experiment she was subjected. Now she faces her ultimate enemy: Kuze, a criminal who has managed to hack into the brains of androids and control them.","['https://imdb-api.com/images/original/MV5BMTk0MDY3Mjg3N15BMl5BanBnXkFtZTgwNDAyMzk1MDI@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjQzODU5MDk4OF5BMl5BanBnXkFtZTgwNTAyMzk1MDI@._V1_Ratio1.8600_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNjM1OTM1MDExM15BMl5BanBnXkFtZTgwNjAyMzk1MDI@._V1_Ratio1.8400_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjAwOTMzNTc1NF5BMl5BanBnXkFtZTgwNzAyMzk1MDI@._V1_Ratio1.8400_AL_.jpg']"
Ghost in the Shell,tt0113568,"It is the year 2029. Technology has advanced so far that cyborgs are commonplace. In addition, human brains can connect to the internet directly. Major Motoko Kusanagi is an officer in Section 9, an elite, secretive police division that deals with special operations, including counter terrorism and cyber crime. She is currently on the trail of the Puppet Master, a cyber criminal who hacks into the brains of cyborgs in order to obtain information and to commit other crimes.","['https://imdb-api.com/images/original/MV5BMTU2OTkzODc2MV5BMl5BanBnXkFtZTgwODkwNzA4MTI@._V1_Ratio1.7800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjI3OTg2NjUwNF5BMl5BanBnXkFtZTgwMzA1NTk2MzE@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTQ4NDc5MjEyNF5BMl5BanBnXkFtZTYwMzEwMjA5._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNGQ3YjQxMDEtYTgwNC00M2ZiLTkyOTAtY2U4NjA4YmQxZDNiXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_Ratio1.7800_AL_.jpg']"
Transcendence,tt2209764,"Dr. Will Caster (Johnny Depp) is the foremost researcher in the field of Artificial Intelligence, working to create a sentient machine that combines the collective intelligence of everything ever known with the full range of human emotions. His highly controversial experiments have made him famous, but they have also made him the prime target of anti-technology extremists who will do whatever it takes to stop him. However, in their attempt to destroy Will, they inadvertently become the catalyst for him to succeed-to be a participant in his own transcendence. For his wife Evelyn (Rebecca Hall) and best friend Max Waters (Paul Bettany), both fellow researchers, the question is not if they can...but if they should. Their worst fears are realized as Will's thirst for knowledge evolves into a seemingly omnipresent quest for power, to what end is unknown. The only thing that is becoming terrifyingly clear is there may be no way to stop him.","['https://imdb-api.com/images/original/MV5BMTExOTQ0MDc1MjJeQTJeQWpwZ15BbWU4MDE4NDAxNTEx._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTc5NDY5ODM4NF5BMl5BanBnXkFtZTgwMjg0MDE1MTE@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTkzMzkyODY1N15BMl5BanBnXkFtZTgwMzg0MDE1MTE@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTY3NjI2OTM3NF5BMl5BanBnXkFtZTgwNDg0MDE1MTE@._V1_Ratio2.3800_AL_.jpg']"
Chappie,tt1823672,"In Johannesburg, the police department reduced the high rating of criminality using robots from the Tetravaal Company, designed by the engineer Deon Wilson. The former military Vincent Moore is envious of Deon, since he has developed another project called Moose, but neither Tetravaal nor the police department is interested. Deon has just developed an Artificial Intelligence but the Tetravaal's CEO Michelle Bradley asks him to abort the project. Deon decides to bring the damaged Robot 22 that was sent to be crushed to test his A.I. However he is kidnapped by the criminals Ninja, Yo-Landi and Amerika that want him to stop the robot cops. When they see the damaged robot in the van, they force Deon to program it to heist banks with them and they call it Chappie. However, Chappie acts like a child and need to be trained to learn and grow. Meanwhile Vincent follows Deon and plots an evil scheme to activate his robot.","['https://imdb-api.com/images/original/MV5BMjEwNjM2NjY3MF5BMl5BanBnXkFtZTgwMDgzNTA2NDE@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTQ0NzQzMDkyMV5BMl5BanBnXkFtZTgwMTMzNTA2NDE@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjM3OTg3NTUxOF5BMl5BanBnXkFtZTgwMzgxNTA2NDE@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BODYzNjA0MjQ2NF5BMl5BanBnXkFtZTgwODMxNTA2NDE@._V1_Ratio1.5000_AL_.jpg']"
eXistenZ,tt0120907,"Allegra Geller, the leading game designer in the world, is testing her new virtual reality game, eXistenZ with a focus group. As they begin, she is attacked by a fanatic assassin employing a bizarre organic gun. She flees with a young marketing trainee, Ted Pikul, who is suddenly assigned as her bodyguard. Unfortunately, her pod, an organic gaming device that contains the only copy of the eXistenZ game program, is damaged. To inspect it, she talks Ted into accepting a gameport in his own body so he can play the game with her. The events leading up to this, and the resulting game lead the pair on a strange adventure where reality and their actions are impossible to determine from either their own or the game's perspective.","['https://imdb-api.com/images/original/MV5BNGI3ZDgzMzYtY2M1OC00ZGQ3LWI4YjEtYWFkMTMyZDlmMWJlXkEyXkFqcGdeQXVyMTExNzQzMDE0._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTUwMjc1NDM2N15BMl5BanBnXkFtZTcwMDQ0MTIyMQ@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTI4NzU3NzQ1Nl5BMl5BanBnXkFtZTYwNjU1NDg4._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjAzOTE4NjQ1N15BMl5BanBnXkFtZTYwOTA1OTg4._V1_Ratio1.0000_AL_.jpg']"
RoboCop,tt0093870,"In a violent, near-apocalyptic Detroit, evil corporation Omni Consumer Products wins a contract from the city government to privatize the police force. To test their crime-eradicating cyborgs, the company leads street cop Alex Murphy into an armed confrontation with crime lord Boddicker so they can use his body to support their untested RoboCop prototype. But when RoboCop learns of the company's nefarious plans, he turns on his masters.","['https://imdb-api.com/images/original/MV5BMTQzNzM3MjUwOF5BMl5BanBnXkFtZTgwNTE3ODIwMjE@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjIzNTU1ODI4MV5BMl5BanBnXkFtZTgwMzE3ODIwMjE@._V1_Ratio1.5400_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTMwODE3MDk3OF5BMl5BanBnXkFtZTcwMzMwODU2NA@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTkyNjI1ODkwN15BMl5BanBnXkFtZTcwNDMwODU2NA@@._V1_Ratio1.0000_AL_.jpg']"
Alita: Battle Angel,tt0437086,"Alita is a creation from an age of despair. Found by the mysterious Dr. Ido while trolling for cyborg parts, Alita becomes a lethal, dangerous being. She cannot remember who she is, or where she came from. But to Dr. Ido, the truth is all too clear. She is the one being who can break the cycle of death and destruction left behind from Tiphares. But to accomplish her true purpose, she must fight and kill. And that is where Alita's true significance comes to bear. She is an angel from heaven. She is an angel of death.","['https://imdb-api.com/images/original/MV5BNjg2OTc0NzcwNl5BMl5BanBnXkFtZTgwMzQzNjQ3NjM@._V1_Ratio1.7800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTk2NzU1ODQ1Ml5BMl5BanBnXkFtZTgwNjE5Mjc0NjM@._V1_Ratio1.8800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTc5MDI3Njg4Nl5BMl5BanBnXkFtZTgwNzE5Mjc0NjM@._V1_Ratio1.8800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjQyNTA2NzMyN15BMl5BanBnXkFtZTgwODE5Mjc0NjM@._V1_Ratio1.8800_AL_.jpg']"
Paycheck,tt0338337,"Michael Jennings is a reverse engineer and what he does is technical jobs for certain companies and as soon as he is done, his memory of the work he has done is wiped out. Now the longest he has been contracted is 2 months. But now billionaire, James Rethrick offers him a job that would last 2 years, maybe 3, and he promises that he will probably earn 8 figures. Michael agrees. Before beginning he turns in all of his personal effects. And when the job is done, his memory is erased and he learns he made over 90 million dollars over the three years. When he goes to claim it and his personal effects, he discovers that prior to the erasure of his memory he waived his rights to the money he earned and that the items that were given to him were not the ones he gave when he began. Later he is arrested by the FBI who say that he committed some act of treason and murder. It's while he is in custody that he escapes using some the items that he was given. He later meets with a friend who gives him some information that helps him understand what is going on. And at the same time Rethrick for some reason wants him so he is being pursued by Rethrick's people.","['https://imdb-api.com/images/original/MV5BMjAyOTU3NTU3MV5BMl5BanBnXkFtZTYwMTkwNzc3._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTY4MzIyOTk4Ml5BMl5BanBnXkFtZTYwNjkwNzc3._V1_Ratio1.5200_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTU4NTcwMTk1NF5BMl5BanBnXkFtZTYwNzkwNzc3._V1_Ratio1.5400_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMzk5OTA4OTQzN15BMl5BanBnXkFtZTYwMjAxNzc3._V1_Ratio1.5000_AL_.jpg']"
The Time Machine,tt0268695,"Based on the classic sci-fi novel by H.G. Wells, scientist and inventor, Alexander Hartdegen, is determined to prove that time travel is possible. His determination is turned to desperation by a personal tragedy that now drives him to want to change the past. Testing his theories with a time machine of his own invention, Hartdegen is hurtled 800,000 years into the future, where he discovers that mankind has divided into the hunter - and the hunted.","['https://imdb-api.com/images/original/MV5BNDM1Njg4OTAwNl5BMl5BanBnXkFtZTYwMzY2MjI3._V1_Ratio1.4400_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTI2NDIzMzQzN15BMl5BanBnXkFtZTYwNjY2MjI3._V1_Ratio1.2600_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTU1MDU0NTM0M15BMl5BanBnXkFtZTYwODY2MjI3._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTY0ODY0MjQxOF5BMl5BanBnXkFtZTYwOTY2MjI3._V1_Ratio1.0000_AL_.jpg']"
